index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
154177,1018,5,25/04/2014,1124,1,0,0,1,8775.39
563488,429,7,30/03/2014,0,0,0,0,0,0.0
486260,902,6,11/05/2013,646,1,0,0,0,5206.07
606724,814,6,04/05/2013,478,1,0,0,0,4741.7
30335,299,3,03/12/2014,547,1,1,0,0,6895.57
89569,694,5,04/10/2013,848,1,0,0,0,7813.56
500130,588,7,03/03/2013,0,0,0,0,0,0.0
382069,854,1,08/12/2014,639,1,0,0,0,6384.33
11037,463,3,26/11/2014,1096,1,1,0,0,8074.32
670421,806,2,28/01/2014,425,1,0,0,0,4786.05
583078,652,6,04/05/2013,518,1,0,0,0,4947.61
24154,113,5,18/10/2013,663,1,0,0,0,5799.39
643317,650,2,31/03/2015,614,1,1,0,1,8723.49
314850,652,6,18/04/2015,525,1,0,0,0,5048.76
522315,17,2,29/04/2014,1053,1,1,0,1,10295.84
137734,585,7,06/04/2014,0,0,0,0,0,0.0
467053,829,6,02/11/2013,903,1,0,0,0,7310.5
74559,449,3,09/04/2014,1504,1,0,0,0,9756.38
230354,876,5,21/02/2014,933,1,1,0,0,8734.1
134291,127,4,13/03/2014,557,1,0,0,0,4452.35
25173,581,5,19/04/2013,550,1,0,0,0,4396.54
397256,566,3,19/11/2014,508,1,0,0,0,4131.93
509264,741,6,27/07/2013,763,1,0,0,1,6361.61
182573,1098,3,29/10/2014,682,1,0,0,1,5120.91
623284,595,3,24/12/2014,1193,1,0,0,1,9354.97
676568,412,6,23/05/2015,1009,1,0,0,0,8976.43
121255,294,6,14/09/2013,362,1,0,0,0,3401.45
420115,910,3,05/02/2014,582,1,1,0,1,5992.6
348509,983,5,22/03/2013,1513,1,1,0,0,11539.85
435273,748,5,20/06/2014,676,1,1,0,0,7772.2
571394,929,2,07/04/2015,807,1,0,0,1,7027.66
391699,458,2,25/02/2014,516,1,0,0,0,4771.03
388,982,4,03/04/2014,718,1,1,0,0,8292.29
404952,193,4,08/08/2013,731,1,0,0,1,4279.55
639814,835,5,16/05/2014,635,1,0,0,0,4798.34
152779,470,6,03/01/2015,1514,1,0,0,0,12265.63
344562,746,2,17/12/2013,657,1,1,0,0,9313.13
205747,615,2,11/06/2013,1129,1,0,0,0,7830.55
258804,535,4,02/05/2013,1274,1,1,0,0,10880.39
213970,482,1,19/05/2014,965,1,1,0,0,9857.04
536241,452,4,29/08/2013,607,1,1,0,0,6440.52
462562,972,6,14/02/2015,159,1,0,0,0,1352.2
51193,46,6,31/01/2015,693,1,0,0,0,6705.18
449277,839,5,21/11/2014,640,1,0,0,0,5157.61
581436,753,5,10/10/2014,789,1,1,0,1,8426.3
469332,230,6,22/02/2014,865,1,0,0,0,6963.91
516877,1057,4,17/01/2013,605,1,0,0,0,5606.61
156362,647,3,21/05/2014,663,1,1,0,0,6179.77
557864,732,6,09/02/2013,335,1,0,0,0,3322.79
8312,305,4,17/04/2014,713,1,1,0,1,7077.48
220584,348,3,12/02/2014,609,1,0,0,0,6309.08
177778,102,4,19/06/2014,0,0,1,a,0,0.0
645811,729,6,12/01/2013,952,1,0,0,0,8085.75
474944,868,2,23/04/2013,705,1,1,0,0,8722.1
43547,553,1,09/03/2015,453,1,0,0,0,4564.72
69409,647,6,09/11/2013,510,1,0,0,0,4498.31
167827,661,3,11/12/2013,547,1,0,0,0,5699.19
437758,549,4,10/01/2013,543,1,1,0,0,5219.37
136745,756,6,04/01/2014,2817,1,0,0,0,12160.97
488770,1107,7,13/10/2013,0,0,0,0,0,0.0
469311,327,2,07/04/2015,1029,1,0,0,0,7820.28
30949,454,7,29/06/2014,0,0,0,0,0,0.0
377348,844,4,27/06/2013,420,1,0,0,0,3459.81
648821,762,3,03/12/2014,397,1,1,0,0,4530.16
418994,1007,2,21/05/2013,678,1,0,0,0,4980.38
211061,760,6,07/03/2015,1275,1,0,0,0,8690.92
571995,1099,4,16/04/2015,922,1,1,0,1,8207.28
284510,1080,3,06/03/2013,789,1,1,0,0,9810.39
154304,1050,3,30/07/2014,555,1,1,0,1,7578.48
276504,72,1,28/04/2014,760,1,1,0,0,8457.68
618406,450,2,06/08/2013,946,1,0,0,1,7079.57
62698,459,3,31/12/2014,490,1,0,0,1,4821.38
707119,351,1,27/04/2015,679,1,1,0,0,8613.24
258987,991,4,21/11/2013,516,1,1,0,0,5276.86
438095,434,5,12/06/2015,662,1,0,0,0,6662.34
456312,683,4,29/08/2013,989,1,1,0,0,9545.74
605082,714,5,28/02/2014,357,1,0,0,0,4478.15
171632,292,7,29/06/2014,0,0,0,0,0,0.0
463403,180,6,02/02/2013,898,1,0,0,0,7612.86
481513,870,5,27/06/2014,853,1,0,0,0,6798.0
443943,502,1,20/07/2015,1441,1,0,0,0,9330.28
328632,990,2,30/12/2014,652,1,0,0,1,6133.64
709710,18,2,29/04/2014,754,1,1,0,1,7683.39
431220,66,3,30/01/2013,399,1,0,0,0,3908.09
267960,239,5,01/05/2015,0,0,1,a,0,0.0
604732,10,5,17/05/2013,649,1,1,0,0,6142.39
492257,349,3,08/04/2015,814,1,0,0,1,6931.23
661666,390,1,17/03/2014,1317,1,1,0,0,13833.73
348573,1035,2,29/10/2013,589,1,0,0,1,4562.04
99266,796,3,03/12/2014,720,1,1,0,0,8294.02
272018,328,6,03/01/2015,272,1,0,0,0,2277.23
334813,223,6,15/06/2013,552,1,0,0,0,5295.36
483040,57,5,20/06/2014,917,1,1,0,0,9649.72
297472,253,1,18/03/2013,1016,1,1,0,0,9806.59
464802,964,1,30/06/2014,1688,1,1,0,0,14192.37
16461,341,2,16/06/2015,914,1,1,0,0,8697.79
661899,850,2,03/02/2015,671,1,1,0,0,6830.32
208178,72,1,11/11/2013,482,1,0,0,0,4367.92
323397,101,3,03/12/2014,904,1,1,0,0,8854.55
196524,899,4,18/06/2015,557,1,1,0,0,5944.63
72790,689,3,25/02/2015,542,1,0,0,0,5105.37
20144,540,4,11/07/2013,296,1,0,0,0,3711.8
651078,135,2,22/01/2013,509,1,1,0,0,5664.92
664926,374,7,18/05/2014,0,0,0,0,0,0.0
46609,1058,2,21/05/2013,728,1,0,0,1,5985.28
247061,375,1,18/08/2014,1052,1,1,0,1,12386.05
255619,32,6,02/11/2013,355,1,0,0,0,3305.72
587198,888,6,17/08/2013,732,1,0,0,0,6887.38
639253,84,3,09/01/2013,1292,1,1,0,0,10797.18
630915,744,3,23/01/2013,850,1,1,0,0,7668.41
49867,773,3,28/01/2015,810,1,1,0,0,6724.32
210553,802,6,27/04/2013,571,1,0,0,0,6298.71
557471,827,4,19/12/2013,1718,1,1,0,0,14954.23
711179,216,3,25/12/2013,0,0,0,c,1,0.0
576017,932,5,27/03/2015,769,1,0,0,0,7071.09
684608,103,1,22/04/2013,0,0,1,0,0,0.0
627106,187,1,28/01/2013,686,1,0,0,0,5175.21
354861,557,4,14/05/2015,0,0,0,a,0,0.0
219900,640,3,15/10/2014,756,1,0,0,1,8060.02
362463,364,4,28/08/2014,565,1,0,0,1,4547.11
281418,170,6,03/08/2013,513,1,0,0,0,4668.55
333007,939,5,23/08/2013,483,1,0,0,1,6082.01
342468,376,5,01/05/2015,0,0,1,a,0,0.0
619541,421,3,27/02/2013,845,1,0,0,0,6506.22
670227,386,2,30/06/2015,811,1,1,0,1,10379.55
22628,48,5,29/05/2015,402,1,0,0,0,4249.25
628177,569,6,08/11/2014,479,1,0,0,0,4599.87
472113,587,7,08/12/2013,0,0,0,0,0,0.0
357587,447,2,18/02/2014,601,1,1,0,0,5866.91
547543,680,5,27/12/2013,1172,1,0,0,1,9513.28
131732,364,7,27/10/2013,0,0,0,0,0,0.0
471946,67,3,08/04/2015,815,1,0,0,1,7207.47
158103,604,6,14/03/2015,538,1,0,0,0,6338.01
197515,1073,5,06/02/2015,1000,1,1,0,0,8476.41
106433,1085,2,02/04/2013,828,1,0,0,1,6781.78
188825,476,1,14/04/2014,956,1,1,0,0,10414.22
447866,104,2,17/06/2014,1300,1,1,0,0,10476.71
75447,576,1,29/12/2014,934,1,0,0,1,9128.3
38225,1106,4,02/10/2014,654,1,1,0,0,6967.94
501137,125,6,14/12/2013,1677,1,0,0,0,12368.18
380665,848,2,11/06/2013,642,1,0,0,0,4753.65
111486,306,6,20/04/2013,290,1,0,0,0,2550.41
393889,809,4,21/11/2013,821,1,1,0,0,9315.56
205097,792,6,20/09/2014,499,1,0,0,0,4658.54
67656,123,2,12/08/2014,916,1,0,0,1,7120.56
231225,83,2,11/02/2014,303,1,0,0,0,3094.79
427108,666,3,14/08/2013,675,1,1,0,1,7068.94
519396,636,7,27/01/2013,0,0,0,0,0,0.0
526270,350,5,06/03/2015,578,1,1,0,0,6846.3
586611,189,1,16/12/2013,1336,1,1,0,0,12783.26
622407,213,1,30/06/2014,1188,1,1,0,0,12640.78
126251,229,7,06/07/2014,0,0,0,0,0,0.0
321742,688,1,12/05/2014,328,1,0,0,0,2901.4
516813,787,1,08/06/2015,1193,1,0,0,0,10399.56
273525,686,2,16/09/2014,965,1,1,0,0,8455.56
371395,35,3,02/07/2014,828,1,1,0,0,9459.5
92873,886,1,17/11/2014,636,1,0,0,0,6000.29
230403,145,1,12/08/2013,1642,1,1,0,1,12888.4
25784,381,2,17/06/2014,1193,1,1,0,0,11056.67
476733,923,5,25/07/2014,614,1,0,0,1,4809.22
123574,653,4,23/05/2013,443,1,0,0,0,4535.25
237883,610,6,03/08/2013,373,1,0,0,0,3231.26
232206,586,6,04/10/2014,3373,1,0,0,0,12579.54
496471,535,5,25/04/2014,891,1,0,0,1,7521.89
456381,511,6,13/09/2014,750,1,0,0,0,5846.35
341043,45,6,06/04/2013,459,1,0,0,0,5299.25
565204,502,7,05/05/2013,0,0,0,0,0,0.0
463442,575,3,22/05/2013,385,1,0,0,1,3430.3
345258,678,6,12/10/2013,670,1,0,0,0,6956.29
137556,1062,1,08/04/2013,766,1,1,0,0,8590.98
200397,511,5,20/06/2014,852,1,1,0,0,7127.52
552919,441,2,23/04/2013,646,1,1,0,0,6275.14
289378,219,5,30/01/2015,431,1,1,0,0,3866.02
15563,605,4,30/05/2013,0,0,1,a,1,0.0
201984,634,6,25/07/2015,378,1,0,0,0,3570.4
21728,833,7,21/07/2013,0,0,0,0,0,0.0
203572,1073,7,21/09/2014,0,0,0,0,0,0.0
382235,363,3,21/01/2015,802,1,0,0,0,5704.74
650154,770,3,01/10/2014,826,1,1,0,0,8595.43
40924,326,5,06/06/2014,485,1,1,0,0,5468.6
308683,898,7,23/02/2014,0,0,0,0,0,0.0
25550,1080,5,26/06/2015,825,1,0,0,0,8950.37
166292,893,7,20/01/2013,0,0,0,0,0,0.0
6863,950,1,14/10/2013,552,1,0,0,0,4882.82
492643,268,4,02/05/2013,753,1,1,0,0,6619.05
389364,831,5,07/03/2014,1824,1,1,0,0,14950.94
12756,792,1,22/07/2013,617,1,0,0,1,5547.09
75250,903,5,17/01/2014,802,1,0,0,0,8692.08
378575,210,2,31/03/2015,357,1,1,0,1,3992.02
206381,146,5,26/06/2015,703,1,0,0,0,6640.38
701654,393,2,16/07/2013,638,1,1,0,0,7014.24
319970,806,1,11/11/2013,426,1,0,0,0,4886.58
626311,1100,5,29/05/2015,657,1,0,0,0,5579.24
428887,827,7,03/02/2013,0,0,0,0,0,0.0
264156,294,7,12/05/2013,0,0,0,0,0,0.0
212261,578,3,25/03/2015,594,1,0,0,0,5721.59
239931,307,2,05/03/2013,435,1,1,0,0,4355.93
665632,1044,6,23/02/2013,933,1,0,0,0,7075.0
435575,969,3,19/11/2014,646,1,0,0,0,3936.1
260338,1073,6,01/11/2014,0,0,0,a,0,0.0
567510,680,1,03/06/2013,855,1,1,0,0,6978.13
344606,879,4,16/07/2015,348,1,1,0,0,3962.45
555601,419,2,12/02/2013,781,1,0,0,0,4557.27
71157,637,6,23/03/2013,529,1,0,0,0,5712.33
251171,68,2,12/05/2015,1042,1,0,0,0,6793.12
248150,1051,2,27/08/2013,930,1,1,0,1,8415.01
92516,832,1,23/02/2015,350,1,0,0,0,3557.76
432103,1045,5,31/01/2014,869,1,0,0,0,8132.79
355091,676,3,16/07/2014,1850,1,1,0,0,8012.09
596373,615,1,06/01/2014,1640,1,1,0,1,14430.01
434854,640,4,25/12/2014,0,0,0,c,1,0.0
17407,15,1,09/09/2013,831,1,1,0,0,8281.53
261130,58,2,13/08/2013,548,1,1,0,1,6314.97
601785,385,6,12/01/2013,759,1,0,0,0,6714.62
67086,222,4,25/09/2014,452,1,0,0,0,3837.84
685861,542,4,23/04/2015,491,1,0,0,0,5105.25
605977,336,1,21/10/2013,2399,1,1,0,1,14926.55
26195,490,3,15/07/2015,1036,1,1,0,0,8492.08
486250,155,5,10/04/2015,601,1,0,0,1,5445.69
579067,78,6,29/06/2013,329,1,0,0,0,2583.01
644822,236,4,09/04/2015,836,1,0,0,1,6323.86
677956,820,2,10/12/2013,1085,1,0,0,0,9905.75
67014,116,7,11/08/2013,0,0,0,0,0,0.0
391317,586,3,28/08/2013,2442,1,1,0,1,13187.36
633775,178,6,20/07/2013,668,1,0,0,0,6240.71
373960,726,6,13/04/2013,508,1,0,0,0,4872.15
605879,583,1,03/02/2014,675,1,1,0,1,7510.23
34502,396,3,17/09/2014,1052,1,1,0,0,9763.1
460262,424,7,27/10/2013,0,0,0,0,0,0.0
601278,415,3,02/01/2013,455,1,0,0,1,4819.63
649930,940,2,26/03/2013,791,1,1,0,0,7869.33
107775,127,3,11/02/2015,542,1,0,0,0,4479.8
285604,652,4,21/08/2014,756,1,1,0,1,7305.98
150043,669,3,22/05/2013,348,1,0,0,1,3606.93
566318,424,4,13/06/2013,636,1,0,0,0,4995.59
318825,692,6,02/08/2014,476,1,0,0,0,4471.5
285154,859,4,17/04/2014,911,1,1,0,1,7446.53
210303,603,7,22/09/2013,0,0,0,0,0,0.0
380383,868,7,10/05/2015,0,0,0,0,0,0.0
208942,210,5,24/05/2013,309,1,0,0,0,2621.05
34758,144,5,05/06/2015,958,1,1,0,1,10381.04
44656,657,5,22/08/2014,739,1,1,0,0,6251.36
569261,102,3,27/05/2015,815,1,0,0,0,7127.99
389139,727,3,19/02/2014,491,1,1,0,0,5141.19
172148,775,3,28/01/2015,556,1,1,0,0,6717.59
345814,1043,4,05/09/2013,950,1,0,0,0,6467.8
427949,967,4,22/01/2015,894,1,0,0,0,7374.31
545759,1101,6,22/03/2014,900,1,0,0,0,8498.09
243486,697,7,03/03/2013,0,0,0,0,0,0.0
46991,868,4,09/04/2015,518,1,0,0,1,6893.32
222082,953,5,21/06/2013,598,1,1,0,0,6297.57
381161,398,2,20/08/2013,470,1,0,0,0,3747.81
33952,626,5,03/04/2015,0,0,1,b,1,0.0
263851,932,3,24/04/2013,753,1,1,0,0,7176.95
48372,800,2,13/05/2014,424,1,0,0,0,3924.45
71976,88,7,19/04/2015,0,0,0,0,0,0.0
575437,631,3,26/06/2013,510,1,0,0,1,4535.29
363890,832,6,08/11/2014,607,1,0,0,0,5792.46
265534,229,5,24/01/2014,813,1,1,0,0,8500.91
25225,356,7,24/11/2013,0,0,0,0,0,0.0
74056,642,3,06/08/2014,529,1,1,0,1,4579.63
329244,975,1,06/01/2014,988,1,1,0,1,11050.83
10892,366,4,13/03/2014,610,1,0,0,0,5570.79
467778,964,5,13/09/2013,1735,1,1,0,0,13294.06
517092,7,2,15/10/2013,718,1,0,0,1,5776.82
61374,200,1,16/02/2015,458,1,1,0,0,5794.38
611667,1008,7,21/12/2014,0,0,0,0,0,0.0
66435,659,6,25/04/2015,442,1,0,0,0,3829.94
89368,479,6,25/07/2015,825,1,0,0,0,7764.57
243078,1059,3,29/10/2014,967,1,0,0,0,6776.09
409581,220,1,17/03/2014,845,1,1,0,0,7500.17
514940,701,2,30/06/2015,830,1,1,0,0,9753.77
614196,62,4,21/03/2013,808,1,1,0,0,7617.76
495998,1065,7,29/03/2015,0,0,0,0,0,0.0
679728,659,2,06/08/2013,513,1,0,0,1,4975.61
331737,113,6,10/08/2013,800,1,0,0,0,7055.44
112790,68,1,11/03/2013,976,1,0,0,0,6274.75
130273,484,3,20/03/2013,619,1,1,0,0,6025.34
628919,227,4,24/10/2013,482,1,1,0,1,5355.38
419237,342,6,20/07/2013,905,1,0,0,0,10174.85
277720,578,5,19/04/2013,717,1,0,0,0,6345.31
703575,1081,1,22/06/2015,1124,1,0,0,0,6840.28
650494,830,6,30/05/2015,306,1,0,0,0,3088.46
545845,114,5,18/01/2013,555,1,0,0,0,4586.54
109720,250,6,14/09/2013,562,1,0,0,0,5385.46
305514,1076,4,16/04/2015,643,1,1,0,0,5374.05
404761,119,1,02/02/2015,843,1,1,0,0,9687.49
172443,935,1,06/10/2014,758,1,1,0,0,8296.19
74750,327,3,15/10/2014,805,1,0,0,0,6158.97
41491,249,6,03/05/2014,540,1,0,0,0,4867.67
591862,822,4,02/04/2015,897,1,1,0,1,10450.84
483014,36,4,21/05/2015,1055,1,1,0,0,9925.22
4589,339,3,08/10/2014,636,1,1,0,0,6602.29
333858,287,6,21/06/2014,802,1,0,0,0,7366.31
253103,174,4,21/02/2013,433,1,1,0,0,5168.53
436459,893,2,25/03/2014,738,1,0,0,0,5806.2
100057,952,3,18/09/2013,518,1,0,0,0,6031.82
375380,10,7,09/03/2014,0,0,0,0,0,0.0
309413,857,2,24/12/2013,705,1,0,0,1,5879.73
508383,811,5,04/01/2013,595,1,0,0,1,3860.39
480254,1034,6,27/04/2013,274,1,0,0,0,2399.32
618276,1073,1,16/02/2015,1108,1,1,0,0,9911.81
558549,71,7,21/07/2013,0,0,0,0,0,0.0
321011,602,2,07/01/2014,711,1,1,0,1,7910.37
308848,662,5,01/05/2015,0,0,1,a,0,0.0
513072,318,1,01/07/2013,814,1,1,0,0,9244.6
216853,1111,6,06/09/2014,258,1,0,0,0,3088.92
611499,1053,2,03/09/2013,931,1,0,0,0,7241.63
118495,976,5,15/05/2015,825,1,0,0,0,7488.4
374563,182,4,26/03/2015,366,1,0,0,0,4237.04
636088,618,2,21/10/2014,494,1,1,0,1,6220.33
195969,473,2,25/02/2014,477,1,0,0,0,4085.81
171353,492,6,16/05/2015,1204,1,0,0,0,8591.56
287675,908,3,26/06/2013,382,1,0,0,0,4094.33
667163,624,6,27/06/2015,427,1,0,0,0,4347.21
466420,889,5,11/07/2014,530,1,0,0,0,4544.7
112268,123,4,13/03/2014,854,1,0,0,0,6726.28
174183,278,5,26/06/2015,693,1,0,0,0,6302.31
496525,449,1,09/06/2014,0,0,0,a,0,0.0
594202,691,2,03/06/2014,658,1,1,0,0,8688.57
630355,251,1,19/08/2013,2087,1,0,0,1,14443.72
469465,903,7,13/04/2014,0,0,0,0,0,0.0
599446,877,3,11/03/2015,877,1,0,0,0,6254.15
532604,549,6,13/06/2015,406,1,0,0,0,4065.12
319575,320,2,31/03/2015,2409,1,1,0,0,15005.95
363949,865,6,09/08/2014,467,1,0,0,0,4750.1
2858,111,7,21/06/2015,0,0,0,0,0,0.0
220378,610,5,22/03/2013,631,1,1,0,0,6087.25
532700,824,6,25/05/2013,298,1,0,0,0,2459.36
273473,1052,4,16/07/2015,765,1,1,0,1,7691.04
87505,101,2,26/08/2014,972,1,0,0,0,6568.56
545469,889,2,24/09/2013,448,1,1,0,0,5062.02
166776,645,6,25/05/2013,1381,1,0,0,0,10147.95
669563,710,3,18/12/2013,527,1,1,0,0,6451.58
315625,966,6,30/05/2015,470,1,0,0,0,4816.72
251165,813,1,25/03/2013,780,1,1,0,1,7258.33
541269,376,3,04/09/2013,823,1,0,0,0,6289.15
702944,981,5,12/07/2013,753,1,0,0,0,6481.51
566284,416,4,10/07/2014,1440,1,0,0,1,10359.7
428579,373,2,29/04/2014,355,1,1,0,0,5101.68
685460,720,1,28/10/2013,605,1,0,0,0,5475.79
115384,655,6,27/09/2014,763,1,0,0,0,6961.19
55962,910,2,04/11/2014,629,1,1,0,0,6637.95
447446,425,6,04/05/2013,325,1,0,0,0,2432.84
424073,906,6,11/10/2014,1102,1,0,0,0,8844.38
222368,546,4,26/06/2014,1452,1,0,0,0,11475.92
36976,266,3,03/07/2013,677,1,1,0,0,6806.98
559324,210,3,27/11/2013,245,1,0,0,0,2264.03
457503,36,3,18/09/2013,908,1,0,0,0,7048.49
414455,898,5,21/11/2014,721,1,0,0,0,6257.61
444474,1062,3,02/01/2013,576,1,0,0,1,5547.98
134204,909,7,15/12/2013,0,0,0,0,0,0.0
194262,27,4,07/05/2015,1129,1,1,0,0,10590.78
24492,148,2,18/11/2014,758,1,0,0,0,7242.22
694504,30,1,27/07/2015,677,1,1,0,1,7516.66
593934,1101,2,21/10/2014,902,1,1,0,1,8558.33
623407,783,5,08/08/2014,644,1,1,0,1,6228.46
551583,572,2,19/03/2013,599,1,1,0,0,7383.7
219106,564,5,27/02/2015,518,1,0,0,0,5536.25
614671,668,1,04/05/2015,1421,1,1,0,0,12010.55
174578,564,4,02/05/2013,520,1,1,0,0,5788.83
663655,38,6,06/06/2015,612,1,0,0,0,6207.41
142572,996,6,28/12/2013,604,1,0,0,0,5807.11
266989,232,7,07/04/2013,0,0,0,0,0,0.0
675041,1009,7,09/03/2014,0,0,0,0,0,0.0
131481,654,1,02/06/2014,1125,1,1,0,0,13661.11
344815,476,7,23/02/2014,0,0,0,0,0,0.0
593158,182,6,27/09/2014,421,1,0,0,0,4481.32
512027,13,4,01/05/2014,0,0,1,a,0,0.0
575488,340,2,16/04/2013,643,1,0,0,0,4903.0
284543,1044,7,28/04/2013,0,0,0,0,0,0.0
245795,173,6,23/05/2015,788,1,0,0,0,6399.74
622288,1093,1,06/01/2014,995,1,1,0,0,10925.07
42609,1004,2,24/02/2015,339,1,0,0,0,3303.49
364987,1106,2,03/06/2014,645,1,1,0,0,6521.77
410959,388,6,24/01/2015,732,1,0,0,0,6948.02
674689,307,3,10/12/2014,255,1,0,0,0,1968.84
197671,328,4,06/03/2014,659,1,1,0,0,6991.8
273602,919,5,12/07/2013,662,1,0,0,0,5763.7
280229,256,5,19/09/2014,1259,1,1,0,0,10311.92
231664,293,3,30/10/2013,725,1,0,0,0,5367.44
576551,750,2,24/12/2013,335,1,0,0,1,3576.3
179381,1042,6,08/02/2014,389,1,0,0,0,3180.56
19334,748,4,03/10/2013,0,0,0,a,0,0.0
201514,261,2,12/11/2013,741,1,0,0,0,8084.6
684789,481,7,30/06/2013,0,0,0,0,0,0.0
18206,346,1,02/06/2014,842,1,1,0,0,10446.29
297763,304,6,05/01/2013,799,1,0,0,0,6853.5
270861,761,6,14/12/2013,747,1,0,0,0,7449.12
354911,714,5,10/07/2015,349,1,0,0,0,4598.0
336291,732,2,17/09/2013,721,1,0,0,0,5734.0
117960,255,4,02/04/2015,907,1,1,0,1,8957.33
585531,311,7,14/07/2013,0,0,0,0,1,0.0
591969,880,5,23/01/2015,711,1,0,0,0,6409.46
558193,407,4,11/04/2013,303,1,1,0,0,3900.15
552403,25,4,18/12/2014,1922,1,1,0,0,14785.43
592902,1081,3,03/06/2015,1272,1,1,0,0,9053.21
304242,816,6,04/05/2013,737,1,0,0,0,6090.93
521178,1006,1,21/04/2014,0,0,0,b,0,0.0
308934,198,3,06/11/2013,386,1,1,0,0,3760.49
24512,39,7,07/04/2013,0,0,0,0,0,0.0
666,1006,4,02/01/2014,862,1,0,0,1,6309.86
161233,262,1,20/10/2014,3080,1,1,0,1,13502.13
256178,95,5,08/03/2013,899,1,1,0,0,8104.13
702822,951,5,26/07/2013,573,1,0,0,1,5617.6
485111,882,2,29/07/2014,998,1,1,0,1,9904.37
667881,1073,1,06/01/2014,1029,1,1,0,1,10195.72
110100,104,6,04/07/2015,1359,1,0,0,0,10774.1
356894,131,1,03/03/2014,451,1,1,0,0,5391.56
195099,62,1,11/03/2013,737,1,0,0,0,6207.5
424356,1074,6,02/08/2014,458,1,0,0,0,4006.05
487607,1058,5,13/03/2015,716,1,0,0,0,6518.0
185421,758,2,03/02/2015,709,1,1,0,0,7072.67
166320,837,6,20/04/2013,180,1,0,0,0,1225.85
142464,44,4,13/02/2014,598,1,0,0,0,5009.84
107521,801,3,11/06/2014,495,1,0,0,0,4612.75
418250,152,5,30/08/2013,736,1,1,0,1,7795.26
605740,214,4,18/07/2013,723,1,1,0,0,8412.35
102436,101,5,15/05/2015,795,1,0,0,1,8091.41
402437,856,1,20/07/2015,951,1,0,0,1,6899.35
629943,250,7,22/06/2014,0,0,0,0,0,0.0
230749,1079,7,27/10/2013,0,0,0,0,0,0.0
408811,88,7,06/10/2013,0,0,0,0,0,0.0
193737,952,5,24/01/2014,525,1,1,0,0,6020.09
433406,683,1,25/05/2015,0,0,0,a,0,0.0
65735,671,3,23/10/2013,565,1,1,0,0,5493.11
255911,901,7,27/01/2013,0,0,0,0,0,0.0
252734,731,4,29/08/2013,955,1,1,0,1,8857.44
178576,221,6,07/02/2015,539,1,0,0,0,5104.73
645715,884,5,01/02/2013,379,1,0,0,0,3774.76
469260,488,7,03/05/2015,0,0,0,0,0,0.0
508178,343,5,20/12/2013,1131,1,1,0,0,12689.92
528534,538,6,21/06/2014,351,1,0,0,0,2884.66
684096,523,5,15/11/2013,1568,1,0,0,0,12664.41
634193,99,7,06/04/2014,0,0,0,0,0,0.0
470322,631,1,19/01/2015,655,1,0,0,0,5841.39
656812,254,4,30/07/2015,276,1,1,0,1,3382.23
550760,355,6,11/05/2013,864,1,0,0,0,6544.81
496968,557,4,29/01/2015,625,1,1,0,0,6513.37
212280,1033,2,20/08/2013,1283,1,0,0,0,12459.38
491863,200,2,21/05/2013,1092,1,0,0,1,8234.96
569206,1038,2,10/09/2013,566,1,1,0,1,6318.5
408047,103,2,22/01/2013,0,0,1,0,0,0.0
273746,1050,6,11/10/2014,538,1,0,0,0,6544.52
520295,449,4,03/04/2014,1583,1,1,0,0,11627.09
598321,652,4,29/01/2015,777,1,1,0,0,8914.15
493529,1005,3,03/12/2014,976,1,1,0,0,9265.37
90582,107,5,16/08/2013,1037,1,1,0,0,8301.79
499670,404,7,22/06/2014,0,0,0,0,0,0.0
158610,304,4,02/01/2014,1086,1,0,0,1,6931.58
300206,414,2,07/07/2015,381,1,0,0,0,4319.69
269184,210,1,20/10/2014,340,1,1,0,1,3815.56
178449,923,5,21/06/2013,642,1,1,0,1,5355.95
273641,1059,2,16/06/2015,1170,1,1,0,0,9219.34
256594,471,6,14/12/2013,661,1,0,0,0,5593.79
180360,809,4,30/04/2015,1083,1,1,0,0,10953.88
458978,495,2,15/07/2014,387,1,1,0,0,5394.85
408084,162,2,08/10/2013,560,1,1,0,0,7690.8
22316,298,4,10/04/2014,588,1,0,0,0,5895.98
95334,828,1,27/05/2013,775,1,1,0,0,7941.08
338810,28,7,22/03/2015,0,0,0,0,0,0.0
601986,585,7,30/11/2014,0,0,0,0,0,0.0
428864,639,7,18/08/2013,0,0,0,0,0,0.0
663398,935,7,19/01/2014,0,0,0,0,0,0.0
396800,662,2,28/05/2013,830,1,1,0,0,8522.77
670086,1004,2,14/07/2015,555,1,1,0,0,6213.6
217275,754,1,16/02/2015,1060,1,1,0,0,11947.33
653398,382,2,17/06/2014,697,1,1,0,0,9030.01
698568,410,4,04/07/2013,850,1,1,0,0,7725.89
613801,594,1,04/03/2013,635,1,1,0,0,7084.34
89047,222,6,11/01/2014,387,1,0,0,0,3292.22
340895,263,1,11/11/2013,325,1,0,0,0,3209.7
114453,969,1,25/02/2013,736,1,0,0,0,5667.57
487871,921,6,07/09/2013,503,1,0,0,0,4859.3
293427,333,1,10/03/2014,1201,1,0,0,1,8084.42
453071,276,5,06/02/2015,576,1,1,0,0,5404.62
658999,239,3,17/06/2015,517,1,1,0,0,5867.03
48328,428,6,10/08/2013,595,1,0,0,0,5635.27
341538,403,5,09/01/2015,775,1,1,0,0,8820.25
